"Notes","Year","Year Code","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code",Deaths,Population,Crude Rate
,"2019","2019","57 years","57","Female","F",12317,2230590,552.2
,"2019","2019","57 years","57","Male","M",19341,2111795,915.9
,"2019","2019","58 years","58","Female","F",13439,2259796,594.7
,"2019","2019","58 years","58","Male","M",20908,2125774,983.5
,"2019","2019","59 years","59","Female","F",14210,2271644,625.5
,"2019","2019","59 years","59","Male","M",22479,2142211,1049.3
,"2019","2019","60 years","60","Female","F",15391,2199986,699.6
,"2019","2019","60 years","60","Male","M",23299,2052677,1135.1
,"2019","2019","61 years","61","Female","F",16341,2187221,747.1
,"2019","2019","61 years","61","Male","M",25181,2027951,1241.7
,"2019","2019","62 years","62","Female","F",17321,2165425,799.9
,"2019","2019","62 years","62","Male","M",26654,1991220,1338.6
,"2019","2019","63 years","63","Female","F",17837,2090246,853.3
,"2019","2019","63 years","63","Male","M",27524,1905842,1444.2
,"2019","2019","64 years","64","Female","F",18724,2071538,903.9
,"2019","2019","64 years","64","Male","M",28212,1879040,1501.4
,"2019","2019","65 years","65","Female","F",19046,1991169,956.5
,"2019","2019","65 years","65","Male","M",29113,1783428,1632.4
,"2019","2019","66 years","66","Female","F",19793,1914181,1034.0
,"2019","2019","66 years","66","Male","M",29767,1703888,1747.0
,"2019","2019","67 years","67","Female","F",20479,1836574,1115.1
,"2019","2019","67 years","67","Male","M",30240,1627863,1857.7
,"2019","2019","68 years","68","Female","F",21517,1781346,1207.9
,"2019","2019","68 years","68","Male","M",30695,1564129,1962.4
,"2019","2019","69 years","69","Female","F",22639,1731958,1307.1
,"2019","2019","69 years","69","Male","M",31123,1520465,2046.9
,"2019","2019","70 years","70","Female","F",24422,1674584,1458.4
,"2019","2019","70 years","70","Male","M",32921,1462120,2251.6
,"2019","2019","71 years","71","Female","F",26607,1647705,1614.8
,"2019","2019","71 years","71","Male","M",34789,1435378,2423.7
,"2019","2019","72 years","72","Female","F",29424,1707812,1722.9
,"2019","2019","72 years","72","Male","M",37706,1483236,2542.1
,"2019","2019","73 years","73","Female","F",25287,1259662,2007.4
,"2019","2019","73 years","73","Male","M",31566,1074771,2937.0
,"2019","2019","74 years","74","Female","F",26098,1238863,2106.6
,"2019","2019","74 years","74","Male","M",32327,1044301,3095.6
,"2019","2019","75 years","75","Female","F",28571,1199896,2381.1
,"2019","2019","75 years","75","Male","M",34576,998390,3463.2
,"2019","2019","76 years","76","Female","F",31604,1218702,2593.3
,"2019","2019","76 years","76","Male","M",37415,1003690,3727.7
,"2019","2019","77 years","77","Female","F",30493,1056331,2886.7
,"2019","2019","77 years","77","Male","M",35401,854930,4140.8
,"2019","2019","78 years","78","Female","F",30611,960647,3186.5
,"2019","2019","78 years","78","Male","M",34513,760170,4540.2
,"2019","2019","79 years","79","Female","F",31718,898590,3529.8
,"2019","2019","79 years","79","Male","M",34591,701319,4932.3
,"2019","2019","80 years","80","Female","F",33085,831640,3978.3
,"2019","2019","80 years","80","Male","M",35264,643638,5478.9
,"2019","2019","81 years","81","Female","F",34649,788013,4397.0
,"2019","2019","81 years","81","Male","M",35972,593628,6059.7
,"2019","2019","82 years","82","Female","F",35705,715575,4989.7
,"2019","2019","82 years","82","Male","M",35419,525766,6736.6
,"2019","2019","83 years","83","Female","F",37703,671025,5618.7
,"2019","2019","83 years","83","Male","M",35821,480165,7460.1
,"2019","2019","84 years","84","Female","F",38788,631230,6144.8
,"2019","2019","84 years","84","Male","M",36128,436527,8276.2
,"2019","2019","85 years","85","Female","F",38617,Not Applicable,Not Applicable
,"2019","2019","85 years","85","Male","M",34590,Not Applicable,Not Applicable
,"2019","2019","86 years","86","Female","F",40701,Not Applicable,Not Applicable
,"2019","2019","86 years","86","Male","M",34592,Not Applicable,Not Applicable
,"2019","2019","87 years","87","Female","F",42209,Not Applicable,Not Applicable
,"2019","2019","87 years","87","Male","M",34712,Not Applicable,Not Applicable
,"2019","2019","88 years","88","Female","F",43076,Not Applicable,Not Applicable
,"2019","2019","88 years","88","Male","M",33815,Not Applicable,Not Applicable
,"2019","2019","89 years","89","Female","F",44433,Not Applicable,Not Applicable
,"2019","2019","89 years","89","Male","M",32171,Not Applicable,Not Applicable
,"2019","2019","90 years","90","Female","F",43295,Not Applicable,Not Applicable
,"2019","2019","90 years","90","Male","M",29487,Not Applicable,Not Applicable
,"2019","2019","91 years","91","Female","F",42575,Not Applicable,Not Applicable
,"2019","2019","91 years","91","Male","M",27308,Not Applicable,Not Applicable
,"2019","2019","92 years","92","Female","F",40611,Not Applicable,Not Applicable
,"2019","2019","92 years","92","Male","M",24250,Not Applicable,Not Applicable
,"2019","2019","93 years","93","Female","F",37326,Not Applicable,Not Applicable
,"2019","2019","93 years","93","Male","M",20790,Not Applicable,Not Applicable
,"2019","2019","94 years","94","Female","F",34401,Not Applicable,Not Applicable
,"2019","2019","94 years","94","Male","M",17440,Not Applicable,Not Applicable
,"2019","2019","95 years","95","Female","F",29725,Not Applicable,Not Applicable
,"2019","2019","95 years","95","Male","M",14151,Not Applicable,Not Applicable
,"2019","2019","96 years","96","Female","F",25132,Not Applicable,Not Applicable
,"2019","2019","96 years","96","Male","M",10902,Not Applicable,Not Applicable
,"2019","2019","97 years","97","Female","F",20719,Not Applicable,Not Applicable
,"2019","2019","97 years","97","Male","M",8259,Not Applicable,Not Applicable
,"2019","2019","98 years","98","Female","F",16217,Not Applicable,Not Applicable
,"2019","2019","98 years","98","Male","M",5978,Not Applicable,Not Applicable
,"2019","2019","99 years","99","Female","F",11769,Not Applicable,Not Applicable
,"2019","2019","99 years","99","Male","M",3764,Not Applicable,Not Applicable
,"2019","2019","100+ years","100","Female","F",24775,Not Applicable,Not Applicable
,"2019","2019","100+ years","100","Male","M",5956,Not Applicable,Not Applicable
,"2019","2019","Not Stated","NS","Female","F",44,Not Applicable,Not Applicable
,"2019","2019","Not Stated","NS","Male","M",103,Not Applicable,Not Applicable
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"Sex: Female; Male"
"Year/Month: 2015; 2016; 2017; 2018; 2019"
"Group By: Year; Single-Year Ages; Sex"
"Show Totals: False"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Nov 29, 2025 10:13:44 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on Nov 29, 2025 10:13:44 PM"
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when they include a subset of ages 85-100+ because populations are not"
"available for those ages. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Ages 85-100."
"2. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"3. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010"
"are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident"
"population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population"
"figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1"
"estimates. Population figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"4. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
